OS,SP,ARCH,FILE,MINVER,FIXVER,DIR,BULLETIN,KB
5.2,2,x86,wkssvc.dll,6.0.6000.21000,5.2.3790.4530,\system32,bulletin,kb
6,0,x86,wkssvc.dll,6.0.6000.21000,6.0.6000.16868,\system32,bulletin,kb
6,0,x86,wkssvc.dll,6.0.6000.21000,6.0.6000.21065,\system32,bulletin,kb
6,1,x86,wkssvc.dll,6.0.6000.21000,6.0.6001.18270,\system32,bulletin,kb
6,1,x86,wkssvc.dll,6.0.6001.22000,6.0.6001.22447,\system32,bulletin,kb
6,2,x86,wkssvc.dll,6.0.6001.22000,6.0.6002.18049,\system32,bulletin,kb
6,2,x86,wkssvc.dll,6.0.6002.22000,6.0.6002.22150,\system32,bulletin,kb
6,2,x86,Telnet.exe,6.0.6002.20000,6.0.6002.22150,\System32,bulletin,kb
6,2,x86,Telnet.exe,6.0.6002.20000,6.0.6002.18049,\System32,bulletin,kb
6,1,x86,Telnet.exe,6.0.6001.20000,6.0.6001.22447,\System32,bulletin,kb
6,1,x86,Telnet.exe,6.0.6001.20000,6.0.6001.18270,\System32,bulletin,kb
6,0,x86,Telnet.exe,6.0.6000.20000,6.0.6000.21065,\System32,bulletin,kb
6,0,x86,Telnet.exe,6.0.6000.20000,6.0.6000.16868,\System32,bulletin,kb
5.2,2,x86,Telnet.exe,6.0.6000.20000,5.2.3790.4528,\System32,bulletin,kb
5.1,3,x86,Telnet.exe,6.0.6000.20000,5.1.2600.5829,\System32,bulletin,kb
5.1,2,x64,Telnet.exe,6.0.6000.20000,5.2.3790.4528,\System32,bulletin,kb
5.1,2,x86,Telnet.exe,6.0.6000.20000,5.1.2600.3587,\System32,bulletin,kb
5,2,x86,Telnet.exe,6.0.6000.20000,5.0.33670.4,\System32,bulletin,kb
5,2,x86,Mstsc.exe,6.0.6000.20000,5.1.2600.3552,\System32,bulletin,'958471'
6,0,x86,Mstscax.dll,6.0.6000.20000,6.0.6000.16865,\system32,bulletin,'956744'
6,0,x86,Mstscax.dll,6.0.6000.21000,6.0.6000.21061,\system32,bulletin,'956744'
6,1,x86,Mstscax.dll,6.0.6000.21000,6.0.6001.18266,\system32,bulletin,'956744'
6,1,x86,Mstscax.dll,6.0.6001.22000,6.0.6001.22443,\system32,bulletin,'956744'
6,2,x86,Mstscax.dll,6.0.6001.22000,6.0.6002.18045,\system32,bulletin,'956744'
6,2,x86,Mstscax.dll,6.0.6002.22000,6.0.6002.22146,\system32,bulletin,'956744'
5.1,2,x86,Mstscax.dll,6.0.6000.16000,6.0.6000.16865,\system32,bulletin,'956744'
5.1,2,x86,Mstscax.dll,6.0.6001.18000,6.0.6001.18266,\system32,bulletin,'956744'
5.1,2,x86,Mstscax.dll,6.0.6002.18000,6.0.6002.18045,\system32,bulletin,'956744'
5.2,2,x86,Mstscax.dll,6.0.6000.16000,6.0.6000.16865,\system32,bulletin,'956744'
5.2,2,x86,Mstscax.dll,6.0.6001.18000,6.0.6001.18266,\system32,bulletin,'956744'
5.2,2,x86,Mstscax.dll,6.0.6002.18000,6.0.6002.18045,\system32,bulletin,'956744'
5.2,2,x86,Mstscax.dll,5.2.0.0,5.2.3790.4524,\system32,bulletin,'958469'
5.1,2,x86,2k3Mstscax.dll,5.2.0.0,5.2.3790.4524,\system32,bulletin,'958469'
5.1,2,x86,Mstscax.dll,5.1.0.0,5.1.2600.3581,\system32,bulletin,'958470'
6,2,x86,Jscript.dll,5.8.6001.22000,5.8.6001.22886,\System32,bulletin,kb
6,2,x86,Jscript.dll,5.8.0.0,5.8.6001.18795,\System32,bulletin,kb
6,2,x86,Jscript.dll,5.7.6002.20000,5.7.6002.22146,\System32,bulletin,kb
6,2,x86,Jscript.dll,5.7.6002.0,5.7.6002.18045,\System32,bulletin,kb
6,2,x86,Jscript.dll,5.7.0.22000,5.7.0.22443,\System32,bulletin,kb
6,2,x86,Jscript.dll,5.7.0.20000,5.7.0.21061,\System32,bulletin,kb
6,2,x86,Jscript.dll,5.7.0.18000,5.7.0.18266,\System32,bulletin,kb
6,2,x86,Jscript.dll,5.7.0.0,5.7.0.16865,\System32,bulletin,kb
5.2,2,x86,Jscript.dll,5.8.0.0,5.8.6001.22886,\System32,bulletin,kb
5.2,2,x86,Jscript.dll,5.7.0.0,5.7.6002.22145,\System32,bulletin,kb
5.2,2,x86,Jscript.dll,5.7.0.0,5.6.0.8837,\System32,bulletin,kb
5.1,3,x86,Jscript.dll,5.8.0.0,5.8.6001.22886,\System32,bulletin,kb
5.1,3,x86,Jscript.dll,5.7.0.0,5.7.6002.22145,\System32,bulletin,kb
5.1,2,x86,Jscript.dll,5.8.0.0,5.8.6001.22886,\System32,bulletin,kb
5.1,2,x86,Jscript.dll,5.7.0.0,5.7.6002.22145,\System32,bulletin,kb
5.1,2,x86,Jscript.dll,5.7.0.0,5.6.0.8837,\System32,bulletin,kb
5,2,x86,Jscript.dll,5.7.0.0,5.6.0.8837,\System32,bulletin,kb
5.2,2,x86,Triedit.dll,5.7.0.0,ver,\System32,bulletin,kb
5.2,2,x64,Triedit.dll,5.7.0.0,ver,\System32,bulletin,kb
5.1,2,x86,Triedit.dll,5.7.0.0,ver,\System32,bulletin,kb
5.1,3,x86,Triedit.dll,5.7.0.0,ver,\System32,bulletin,kb
5.1,2,x64,Triedit.dll,5.7.0.0,ver,\System32,bulletin,kb
5,2,x64,Triedit.dll,5.7.0.0,ver_2k,\System32,bulletin,kb
6,2,x64,wmvcore.dll,10.0.6000.6300,11.0.6000.6351,\system32,bulletin,'968816'
6,2,x64,wmvcore.dll,10.0.6000.6500,11.0.6000.6510,\system32,bulletin,'968816'
6,2,x64,wmvcore.dll,10.0.6001.7000,11.0.6001.7006,\system32,bulletin,'968816'
6,2,x64,wmvcore.dll,10.0.6002.7100,11.0.6001.7113,\system32,bulletin,'968816'
6,2,x64,wmvcore.dll,10.0.6002.18000,11.0.6002.18049,\system32,bulletin,'968816'
6,2,x64,wmvcore.dll,10.0.6002.22000,11.0.6002.22150,\system32,bulletin,'968816'
6,2,x64,Wmsserver.dll,10.0.6002.22000,9.5.6001.18281,\system32\windowsmedia\server,bulletin,'972554'
5.2,2,x86,Wmvcore.dll,10.0.0.0,10.0.0.4005,\system32,bulletin,'968816'
5.2,2,x64,Wmvcore.dll,10.0.0.0,10.0.0.4005,\SysWOW64,bulletin,'968816'
5.2,2,x86,Wmsserver.dll,10.0.0.0,9.1.1.5001,\system32\windowsmedia\server,bulletin,'972554'
5.2,2,x64,Wmsserver.dll,10.0.0.0,9.1.1.5001,\system32\windowsmedia\server,bulletin,'972554'
5.1,2,x86,Wmvcore.dll,10.0.0.4300,10.0.0.4372,\system32,bulletin,'968816'
5.1,3,x86,Wmvcore.dll,10.0.0.4300,10.0.0.4372,\system32,bulletin,'968816'
5.1,2,x86,Wmvcore.dll,10.0.0.3700,10.0.0.3705,\system32,bulletin,'968816'
5.1,3,x86,Wmvcore.dll,10.0.0.3700,10.0.0.3705,\system32,bulletin,'968816'
5.1,2,x86,Wmvcore.dll,10.0.0.4000,10.0.0.4072,\system32,bulletin,'968816'
5.1,3,x86,Wmvcore.dll,10.0.0.4000,10.0.0.4072,\system32,bulletin,'968816'
5.1,2,x86,Wmvcore.dll,11.0.0.0,11.0.5721.5265,\system32,bulletin,'968816'
5.1,3,x86,Wmvcore.dll,11.0.0.0,11.0.5721.5265,\system32,bulletin,'968816'
5.1,2,x86,Wmvcore.dll,9.0.0.0,9.0.0.3270,\system32,bulletin,'968816'
5.1,2,x86,Wmvcore.dll,9.0.0.3300,9.0.0.3362,\system32,bulletin,'968816'
5.1,3,x86,Wmvcore.dll,9.0.0.0,9.0.0.4506,\system32,bulletin,'968816'
5.1,2,x64,Wwmvcore.dll,10.0.0.0,10.0.0.4005,\SysWOW64,bulletin,'968816'
5.1,2,x64,Wmvcore.dll,11.0.0.0,11.0.5721.5265,\SysWOW64,bulletin,'968816'
5,2,x64,Wmvcore.dll,9.0.0.0,9.0.0.3270,\system32,bulletin,'968816'
5,2,x64,Wmvcore.dll,9.0.0.3300,9.0.0.3362,\system32,bulletin,'968816'
6,2,x64,tcpip.sys,6.0.6002.20000,6.0.6002.22200,\System32\drivers,bulletin,kb
6,2,x64,tcpip.sys,6.0.6002.20000,6.0.6002.18091,\System32\drivers,bulletin,kb
6,1,x64,tcpip.sys,6.0.6001.20000,6.0.6001.22497,\System32\drivers,bulletin,kb
6,1,x64,tcpip.sys,6.0.6001.20000,6.0.6001.18311,\System32\drivers,bulletin,kb
6,0,x64,tcpip.sys,6.0.6000.20000,6.0.6000.21108,\System32\drivers,bulletin,kb
6,0,x64,tcpip.sys,6.0.6000.20000,6.0.6000.16908,\System32\drivers,bulletin,kb
5.2,2,x64,tcpip.sys,6.0.6000.20000,5.2.3790.4573,\System32\drivers,bulletin,kb
6,2,x64,Wlansvc.dll,6.0.6002.20000,6.0.6002.22170,\System32,bulletin,kb
6,2,x64,Wlansvc.dll,6.0.6002.20000,6.0.6002.18064,\System32,bulletin,kb
6,1,x64,Wlansvc.dll,6.0.6001.20000,6.0.6001.22468,\System32,bulletin,kb
6,1,x64,Wlansvc.dll,6.0.6001.20000,6.0.6001.18288,\System32,bulletin,kb
6,0,x64,Wlansvc.dll,6.0.6000.20000,6.0.6000.21082,\System32,bulletin,kb
6,0,x64,Wlansvc.dll,6.0.6000.20000,6.0.6000.16884,\System32,bulletin,kb
6,0,x64,srv2.sys,6.0.6000.0,6.0.6000.16927,\system32\drivers,bulletin,kb
6,0,x64,srv2.sys,6.0.6000.20000,6.0.6000.21127,\system32\drivers,bulletin,kb
6,0,x64,srv2.sys,6.0.6001.0,6.0.6001.18331,\system32\drivers,bulletin,kb
6,0,x64,srv2.sys,6.0.6001.20000,6.0.6001.22522,\system32\drivers,bulletin,kb
6,0,x64,srv2.sys,6.0.6002.0,6.0.6002.18112,\system32\drivers,bulletin,kb
6,0,x64,srv2.sys,6.0.6002.20000,6.0.6002.22225,\system32\drivers,bulletin,kb
6,0,x64,wmspdmod.dll,6.0.6002.20000,11.0.6000.6350,\system32,bulletin,'954155'
6,0,x64,wmspdmod.dll,11.0.6000.6500,11.0.6000.6509,\system32,bulletin,'954155'
6,1,x64,wmspdmod.dll,11.0.6000.6500,11.0.6001.7005,\system32,bulletin,'954155'
6,1,x64,wmspdmod.dll,11.0.6001.7100,11.0.6001.7111,\system32,bulletin,'954155'
6,2,x64,wmspdmod.dll,11.0.6001.7100,11.0.6002.18034,\system32,bulletin,'954155'
6,2,x64,wmspdmod.dll,11.0.6002.22000,11.0.6002.22131,\system32,bulletin,'954155'
5.2,2,x64,wmavds32.ax,9.0.0.0,9.0.0.3360,\SysWOW64,bulletin,'969878'
5.2,2,x64,msaud32.acm,8.0.0.0,8.0.0.4502,\SysWOW64,bulletin,'975025'
5.2,2,x64,wmspdmod.dll,10.0.0.3000,10.0.0.3712,\SysWOW64,bulletin,'954155'
5.2,2,x64,wmspdmod.dll,10.0.0.3900,10.0.0.4004,\SysWOW64,bulletin,'954155'
5.2,2,x64,wmspdmod.dll,11.0.0.0,11.0.5721.5263,\SysWOW64,bulletin,'954155'
5.2,2,x86,wmavds32.ax,9.0.0.0,9.0.0.3360,\system32,bulletin,'969878'
5.2,2,x86,msaud32.acm,8.0.0.0,8.0.0.4502,\system32,bulletin,'975025'
5.2,2,x86,wmspdmod.dll,10.0.0.3000,10.0.0.3712,\system32,bulletin,'954155'
5.2,2,x86,wmspdmod.dll,10.0.0.3900,10.0.0.4004,\system32,bulletin,'954155'
5.2,2,x86,wmspdmod.dll,11.0.0.0,11.0.5721.5263,\system32,bulletin,'954155'
5.1,2,x64,wmavds32.ax,9.0.0.0,9.0.0.3360,\SysWOW64,bulletin,'969878'
5.1,2,x64,msaud32.acm,8.0.0.0,8.0.0.4502,\SysWOW64,bulletin,'975025'
5.1,2,x64,wmspdmod.dll,10.0.0.3000,10.0.0.3819,\SysWOW64,bulletin,'954155'
5.1,2,x64,wmspdmod.dll,11.0.0.0,11.0.5721.5263,\SysWOW64,bulletin,'954155'
5.1,2,x86,wmavds32.ax,9.0.0.0,9.0.0.3360,\system32,bulletin,'969878'
5.1,2,x86,msaud32.acm,8.0.0.0,8.0.0.4502,\system32,bulletin,'975025'
5.1,2,x86,wmspdmod.dll,9.0.0.0,9.0.0.3269,\system32,bulletin,'954155'
5.1,3,x86,wmspdmod.dll,9.0.0.4000,9.0.0.4505,\system32,bulletin,'954155'
5.1,3,x86,wmspdmod.dll,10.0.0.3000,10.0.0.3704,\system32,bulletin,'954155'
5.1,3,x86,wmspdmod.dll,10.0.0.3800,10.0.0.4070,\system32,bulletin,'954155'
5.1,3,x86,wmspdmod.dll,10.0.0.4300,10.0.0.4365,\system32,bulletin,'954155'
5.1,3,x86,wmspdmod.dll,11.0.0.0,11.0.5721.5263,\system32,bulletin,'954155'
5,3,x86,wmspdmod.dll,9.0.0.0,9.0.0.3269,\system32,bulletin,'954155'
5,3,x86,wmspdmod.dll,10.0.0.0,10.0.0.4070,\system32,bulletin,'954155'
5,3,x86,wmavds32.ax,9.0.0.0,9.0.0.3360,\system32,bulletin,'969878'
5,3,x86,msaud32.acm,8.0.0.0,8.0.0.4502,\system32,bulletin,'969878'
5.2,2,x64,strmdll.dll,8.0.0.0,4.1.0.3938,\SysWOW64,bulletin,kb
5.2,2,x86,strmdll.dll,8.0.0.0,4.1.0.3938,\System32,bulletin,kb
5.1,3,x86,strmdll.dll,8.0.0.0,4.1.0.3938,\System32,bulletin,kb
5.1,2,x64,strmdll.dll,8.0.0.0,4.1.0.3938,\SysWOW64,bulletin,kb
5.1,2,x86,strmdll.dll,8.0.0.0,4.1.0.3938,\System32,bulletin,kb
5,2,x86,strmdll.dll,8.0.0.0,4.1.0.3938,\System32,bulletin,kb
6,2,x86,ftpsvc2.dll,7.0.6002.22000,7.0.6002.22219,\System32\inetsrv,bulletin,kb
6,2,x86,ftpsvc2.dll,7.0.6002.22000,7.0.6002.18107,\System32\inetsrv,bulletin,kb
6,1,x86,ftpsvc2.dll,7.0.6001.22000,7.0.6001.22516,\System32\inetsrv,bulletin,kb
6,1,x86,ftpsvc2.dll,7.0.6001.22000,7.0.6001.18327,\System32\inetsrv,bulletin,kb
6,0,x86,ftpsvc2.dll,7.0.6000.20000,7.0.6000.21123,\System32\inetsrv,bulletin,kb
6,0,x86,ftpsvc2.dll,7.0.6000.20000,7.0.6000.16923,\System32\inetsrv,bulletin,kb
5.2,2,x86,ftpsvc2.dll,7.0.6000.20000,6.0.3790.4584,\System32\inetsrv,bulletin,kb
5.1,3,x86,ftpsvc2.dll,7.0.6000.20000,6.0.2600.5875,\System32\inetsrv,bulletin,kb
5.1,2,x64,ftpsvc2.dll,7.0.6000.20000,6.0.3790.4584,\System32\inetsrv,bulletin,kb
5.1,2,x86,ftpsvc2.dll,7.0.6000.20000,6.0.2600.3624,\System32\inetsrv,bulletin,kb
5,2,x86,ftpsvc2.dll,7.0.6000.20000,5.0.2195.7336,\System32\inetsrv,bulletin,kb
6.1,2,x86,Mshtml.dll,8.0.7600.16000,8.0.7600.16419,\system32,bulletin,kb
6,2,x86,Mshtml.dll,8.0.6001.20000,8.0.6001.22918,\system32,bulletin,kb
6,2,x86,Mshtml.dll,8.0.0.0,8.0.6001.18828,\system32,bulletin,kb
6,2,x86,Mshtml.dll,7.0.6002.20000,7.0.6002.22212,\system32,bulletin,kb
6,2,x86,Mshtml.dll,7.0.0.0,7.0.6002.18100,\system32,bulletin,kb
6,1,x86,Mshtml.dll,7.0.6001.20000,7.0.6001.22508,\system32,bulletin,kb
6,1,x86,Mshtml.dll,7.0.0.0,7.0.6001.18319,\system32,bulletin,kb
6,0,x86,Mshtml.dll,7.0.6000.20000,7.0.6000.21116,\system32,bulletin,kb
6,0,x86,Mshtml.dll,7.0.0.0,7.0.6000.16916,\system32,bulletin,kb
5.2,2,x86,Mshtml.dll,8.0.6001.20000,8.0.6001.22918,\system32,bulletin,kb
5.2,2,x86,Mshtml.dll,8.0.0.0,8.0.6001.18828,\system32,bulletin,kb
5.2,2,x86,Mshtml.dll,7.0.6000.20000,7.0.6000.21115,\system32,bulletin,kb
5.2,2,x86,Mshtml.dll,7.0.0.0,7.0.6000.16915,\system32,bulletin,kb
5.2,2,x86,Mshtml.dll,6.0.0.0,6.0.3790.4589,\system32,bulletin,kb
5.1,3,x86,Mshtml.dll,8.0.6001.20000,8.0.6001.22918,\system32,bulletin,kb
5.1,3,x86,Mshtml.dll,8.0.0.0,8.0.6001.18828,\system32,bulletin,kb
5.1,2,x64,Mshtml.dll,8.0.6001.20000,8.0.6001.22918,\system32,bulletin,kb
5.1,2,x64,Mshtml.dll,8.0.0.0,8.0.6001.18828,\system32,bulletin,kb
5.1,2,x86,Mshtml.dll,8.0.6001.20000,8.0.6001.22918,\system32,bulletin,kb
5.1,2,x86,Mshtml.dll,8.0.0.0,8.0.6001.18828,\system32,bulletin,kb
5.1,3,x86,Mshtml.dll,7.0.6000.20000,7.0.6000.21115,\system32,bulletin,kb
5.1,3,x86,Mshtml.dll,7.0.0.0,7.0.6000.16915,\system32,bulletin,kb
5.1,2,x64,Mshtml.dll,7.0.6000.20000,7.0.6000.21115,\system32,bulletin,kb
5.1,2,x64,Mshtml.dll,7.0.0.0,7.0.6000.16915,\system32,bulletin,kb
5.1,2,x86,Mshtml.dll,7.0.6000.20000,7.0.6000.21115,\system32,bulletin,kb
5.1,2,x86,Mshtml.dll,7.0.0.0,7.0.6000.16915,\system32,bulletin,kb
5.1,3,x86,Mshtml.dll,6.0.0.0,6.0.2900.5880,\system32,bulletin,kb
5.1,2,x64,Mshtml.dll,6.0.0.0,6.0.3790.4589,\system32,bulletin,kb
5.1,2,x86,Mshtml.dll,6.0.0.0,6.0.2900.3627,\system32,bulletin,kb
5,2,x86,Mshtml.dll,6.0.0.0,6.0.2800.1638,\system32,bulletin,kb
5,2,x86,Mshtml.dll,5.0.0.0,5.0.3881.100,\system32,bulletin,kb
6.1,0,x86,msasn1.dll,5.0.0.0,6.1.7600.16415,\system32,bulletin,kb
6.1,0,x86,msasn1.dll,6.0.7600.20000,6.1.7600.20518,\system32,bulletin,kb
6,0,x86,msasn1.dll,6.0.7600.20000,6.0.6000.16922,\system32,bulletin,kb
6,0,x86,msasn1.dll,6.0.6000.20000,6.0.6000.21122,\system32,bulletin,kb
6,1,x86,msasn1.dll,6.0.6000.20000,6.0.6001.18326,\system32,bulletin,kb
6,1,x86,msasn1.dll,6.0.6001.22000,6.0.6001.22515,\system32,bulletin,kb
6,2,x86,msasn1.dll,6.0.6001.22000,6.0.6002.18106,\system32,bulletin,kb
6,2,x86,msasn1.dll,6.0.6002.22000,6.0.6002.22218,\system32,bulletin,kb
5.2,2,x86,msasn1.dll,5.2.0.0,5.2.3790.4584,\system32,bulletin,kb
5.1,2,x64,msasn1.dll,5.2.0.0,5.2.3790.4584,\system32,bulletin,kb
5.1,2,x86,msasn1.dll,5.1.0.0,5.1.2600.3624,\system32,bulletin,kb
5.1,3,x86,msasn1.dll,5.1.0.0,5.1.2600.5875,\system32,bulletin,kb
5,3,x86,msasn1.dll,5.0.0.0,5.0.2195.7334,\system32,bulletin,kb
5.2,3,x86,query.dll,5.0.0.0,5.2.3790.4554,\system32,bulletin,kb
5.1,3,x86,query.dll,5.1.2600.5000,5.1.2600.5847,\system32,bulletin,kb
5.2,2,x64,query.dll,5.1.2600.5000,5.2.3790.4554,\system32,bulletin,kb
5.1,2,x86,query.dll,5.1.2600.5000,5.1.2600.3602,\system32,bulletin,kb
5,2,x86,query.dll,5.1.2600.5000,5.0.2195.7320,\system32,bulletin,kb
6,0,x86,ntoskrnl.exe,5.1.2600.5000,6.0.6000.16901,\system32,bulletin,kb
6,0,x86,ntoskrnl.exe,6.0.6000.20000,6.0.6000.21101,\system32,bulletin,kb
6,1,x86,ntoskrnl.exe,6.0.6000.20000,6.0.6001.18304,\system32,bulletin,kb
6,1,x86,ntoskrnl.exe,6.0.6001.22000,6.0.6001.22489,\system32,bulletin,kb
6,2,x86,ntoskrnl.exe,6.0.6001.22000,6.0.6002.18082,\system32,bulletin,kb
6,2,x86,ntoskrnl.exe,6.0.6002.22000,6.0.6002.22191,\system32,bulletin,kb
5.2,2,x86,ntoskrnl.exe,5.2.0.0,5.2.3790.4566,\system32,bulletin,kb
5.1,2,x64,ntoskrnl.exe,5.2.0.0,5.2.3790.4566,\system32,bulletin,kb
5.1,2,x86,ntoskrnl.exe,5.1.0.0,5.1.2600.3610,\system32,bulletin,kb
5.1,3,x86,ntoskrnl.exe,5.1.0.0,5.1.2600.5857,\system32,bulletin,kb
5,3,x86,ntoskrnl.exe,5.0.0.0,5.0.2195.7319,\system32,bulletin,kb
6.1,3,x86,Msv1_0.dll,6.1.7600.20000,6.1.7600.20524,\system32,bulletin,kb
6.1,3,x86,Msv1_0.dll,6.1.7600.16000,6.1.7600.16420,\system32,bulletin,kb
6,2,x86,Msv1_0.dll,6.0.6002.20000,6.0.6002.22223,\system32,bulletin,kb
6,2,x86,Msv1_0.dll,6.0.6002.18000,6.0.6002.18111,\system32,bulletin,kb
6,1,x86,Msv1_0.dll,6.0.6001.20000,6.0.6001.22518,\system32,bulletin,kb
6,1,x86,Msv1_0.dll,6.0.6001.18000,6.0.6001.18330,\system32,bulletin,kb
6,0,x86,Msv1_0.dll,6.0.6000.20000,6.0.6000.21125,\system32,bulletin,kb
6,0,x86,Msv1_0.dll,6.0.6000.16000,6.0.6000.16926,\system32,bulletin,kb
5.2,2,x86,Msv1_0.dll,5.2.3790.4530,5.2.3790.4587,\system32,bulletin,kb
5.1,3,x86,Msv1_0.dll,5.1.2600.5834,5.1.2600.5876,\system32,bulletin,kb
5.1,2,x86,Msv1_0.dll,5.1.2600.3592,5.1.2600.3625,\system32,bulletin,kb
5,2,x86,Vgx.dll,6.0.0.0,6.0.2800.1637,\MicrosoftShared\VGX,bulletin,'958869'
5,2,x86,visio.exe,10.0.0.0,10.0.6885.4,\Visio10,bulletin,'975365'
5,2,x86,mso.dll,10.0.0.0,10.0.6856.0,\Visio10,bulletin,'974811'
5,2,x86,mso.dll,10.0.6802.0,10.0.6855.0,\Visio10,bulletin,'971022'
5,2,x86,Gdiplus.dll,11.0.0.0,11.0.8312.0,\Visio10,bulletin,'972580'
5,2,x86,Ogl.dll,11.0.0.0,12.0.6509.5000,\Visio10,bulletin,'972581'
5,2,x86,gdiplus.dll,11.0.0.0,5.2.6001.22319,\Visio10,bulletin,'971104'
5,2,x86,gdiplus.dll,11.0.0.0,5.2.6001.22319,\Visio10,bulletin,'971105'
5,2,x86,gdiplus.dll,5.1.3102.1360,5.2.6001.22319,\Microsoft.Net\Framework\v1.1.4322,bulletin,'971108'
5,2,x86,gdiplus.dll,5.1.3102.1355,5.2.6001.22319,\Microsoft.Net\Framework\v2.0.50727,bulletin,'971110'
5,2,x86,reportviewer.exe,2.0.50727.0,2.0.50727.4401,\Microsoft.Net\Framework\v2.0.50727,bulletin,'971023'
5,2,x86,reportviewer.exe,9.0.21022.0,9.0.21022.227,\Microsoft.Net\Framework\v2.0.50727,bulletin,'972221'
5,2,x86,reportviewer.exe,9.0.30729.0,9.0.30729.4402,\Microsoft.Net\Framework\v2.0.50727,bulletin,'972222'
5,2,x86,Sqlservr.exe,2005.90.4200.0,2005.90.4262.0,\Microsoft.Net\Framework\v2.0.50727,bulletin,'970894'
5,2,x86,Sqlservr.exe,2005.90.4000.0,2005.90.4053.0,\Microsoft.Net\Framework\v2.0.50727,bulletin,'970892'
5,2,x86,Sqlservr.exe,2005.90.3200.0,2005.90.3353.0,\Microsoft.Net\Framework\v2.0.50727,bulletin,'970896'
5,2,x86,Sqlservr.exe,2005.90.3000.0,2005.90.3080.0,\Microsoft.Net\Framework\v2.0.50727,bulletin,'970895'
5,2,x86,ReportingServicesLibrary.dll,2005.90.3000.0,8.0.1067.0,\Microsoft.Net\Framework\v2.0.50727,bulletin,'970899'
6,2,x86,wsdapi.dll,6.0.6000.0,6.0.6000.16903,\system32,bulletin,kb
6,2,x86,wsdapi.dll,6.0.6000.20000,6.0.6000.21103,\system32,bulletin,kb
6,2,x86,wsdapi.dll,6.0.6001.0,6.0.6001.18306,\system32,bulletin,kb
6,2,x86,wsdapi.dll,6.0.6001.20000,6.0.6001.22491,\system32,bulletin,kb
6,2,x86,wsdapi.dll,6.0.6002.0,6.0.6002.18085,\system32,bulletin,kb
6,2,x86,wsdapi.dll,6.0.6002.20000,6.0.6002.22194,\system32,bulletin,kb
5,2,x86,Llssrv.exe,6.0.6002.20000,5.0.2195.7337,\system32,bulletin,'974783'
6,2,x86,Win32k.sys,6.0.6002.20000,6.0.6002.22200,\system32,bulletin,kb
6,2,x86,Win32k.sys,6.0.6002.20000,6.0.6002.18091,\system32,bulletin,kb
6,1,x86,Win32k.sys,6.0.6001.20000,6.0.6001.22497,\system32,bulletin,kb
6,1,x86,Win32k.sys,6.0.6001.20000,6.0.6001.18311,\system32,bulletin,kb
6,0,x86,Win32k.sys,6.0.6000.20000,6.0.6000.21108,\system32,bulletin,kb
6,0,x86,Win32k.sys,6.0.6000.20000,6.0.6000.16908,\system32,bulletin,kb
5.2,2,x86,Win32k.sys,6.0.6000.20000,5.2.3790.4571,\system32,bulletin,kb
5.1,3,x86,Win32k.sys,6.0.6000.20000,5.1.2600.5863,\system32,bulletin,kb
5.1,2,x86,Win32k.sys,6.0.6000.20000,5.1.2600.3614,\system32,bulletin,kb
5,2,x86,Win32k.sys,6.0.6000.20000,5.0.2195.7322,\system32,bulletin,kb
6,2,x86,Ntdsai.dll,6.0.6002.20000,6.0.6002.22162,\system32,bulletin,'973037'
6,2,x86,Ntdsai.dll,6.0.6002.18000,6.0.6002.18058,\system32,bulletin,'973037'
6,1,x86,Ntdsai.dll,6.0.6001.20000,6.0.6001.22461,\system32,bulletin,'973037'
6,1,x86,Ntdsai.dll,6.0.6001.18000,6.0.6001.18281,\system32,bulletin,'973037'
5.2,2,x86,ntdsa.dll,6.0.6001.18000,5.2.3790.4568,\system32,bulletin,'973037'
5.2,2,x86,adamdsa.dll,6.0.6001.18000,1.1.3790.4569,\ADAM,bulletin,'973039'
5.1,2,x86,adamdsa.dll,6.0.6001.18000,1.1.3790.4569,\ADAM,bulletin,'973039'
5,2,x86,ntdsa.dll,6.0.6001.18000,5.0.2195.7313,\system32,bulletin,'973037'
5.2,2,x86,Oakley.dll,6.0.6001.18000,5.2.3790.4600,\system32,bulletin,kb
5.1,2,x86,Oakley.dll,6.0.6001.18000,5.1.2600.3632,\system32,bulletin,kb
5.1,3,x86,Oakley.dll,6.0.6001.18000,5.1.2600.5886,\system32,bulletin,kb
5,3,x86,Oakley.dll,6.0.6001.18000,5.0.2195.7343,\system32,bulletin,kb
6,2,x86,Ifsutils.dll,6.0.6002.22000,6.0.6002.22201,\System32,bulletin,kb
6,2,x86,Ifsutils.dll,6.0.6002.18000,6.0.6002.18091,\System32,bulletin,kb
6,1,x86,Ifsutils.dll,6.0.6001.22000,6.0.6001.22498,\System32,bulletin,kb
6,1,x86,Ifsutils.dll,6.0.6001.18000,6.0.6001.18311,\System32,bulletin,kb
5.2,2,x86,Ifsutils.dll,6.0.6001.18000,5.2.3790.4578,\System32,bulletin,kb
6,2,x86,Rastls.dll,6.0.6000.16000,6.0.6000.16932,\system32,bulletin,kb
6,2,x86,Rastls.dll,6.0.6000.20000,6.0.6000.21134,\system32,bulletin,kb
6,2,x86,Rastls.dll,6.0.6001.18000,6.0.6001.18336,\system32,bulletin,kb
6,2,x86,Rastls.dll,6.0.6001.22000,6.0.6001.22536,\system32,bulletin,kb
6,2,x86,Rastls.dll,6.0.6002.18000,6.0.6002.18116,\system32,bulletin,kb
