OS,SP,ARCH,FILE,MINVER,FIXVER,DIR,BULLETIN,KB
5.1,2,x86,Mshtml.dll,7.0.0.0,7.0.6000.16544,\system32,bulletin,kb
5,2,x86,Mshtml.dll,6.0.0.0,6.0.2800.1601,\system32,bulletin,kb
5,2,x86,Mshtml.dll,6.0.0.0,5.0.3856.1700,\system32,bulletin,kb
6,0,x86,Rpcrt4.dll,6.0.6000.20000,6.0.6000.20641,\system32,bulletin,kb
6,0,x86,Rpcrt4.dll,6.0.6000.20000,6.0.6000.16525,\system32,bulletin,kb
5.2,1,x86,Rpcrt4.dll,6.0.6000.20000,5.2.3790.2971,\system32,bulletin,kb
5.2,2,x86,Rpcrt4.dll,6.0.6000.20000,5.2.3790.4115,\system32,bulletin,kb
5.1,2,x86,Rpcrt4.dll,6.0.6000.20000,5.1.2600.3173,\system32,bulletin,kb
5,2,x86,Rpcrt4.dll,6.0.6000.20000,5.0.2195.7090,\system32,bulletin,kb
5.2,2,x86,shell32.dll,6.0.6000.20000,6.0.3790.4184,\system32,bulletin,kb
5.2,1,x86,shell32.dll,6.0.6000.20000,6.0.3790.3033,\system32,bulletin,kb
5.1,2,x86,shell32.dll,6.0.6000.20000,6.0.2900.3241,\system32,bulletin,kb
5.2,1,x86,Dns.exe,6.0.6000.20000,5.2.3790.3027,\system32,bulletin,kb
5.2,2,x86,Dns.exe,6.0.6000.20000,5.2.3790.4171,\system32,bulletin,kb
5,2,x86,Dns.exe,6.0.6000.20000,5.0.2195.7147,\system32,bulletin,kb
6,0,x86,Mrxsmb.sys,6.0.6000.20000,6.0.6000.16586,\system32\drivers,bulletin,kb
6,0,x86,Mrxsmb.sys,6.0.6000.20000,6.0.6000.20709,\system32\drivers,bulletin,kb
6,0,x86,quartz.dll,6.0.6000.20000,6.6.6000.16587,\system32,bulletin,kb
6,0,x86,quartz.dll,6.6.6000.20000,6.6.6000.20710,\system32,bulletin,kb
5.2,2,x86,quartz.dll,6.6.6000.20000,6.5.3790.4178,\system32,bulletin,kb
5.2,1,x86,quartz.dll,6.5.3790.0,6.5.3790.3035,\system32,bulletin,kb
5.1,2,x86,quartz.dll,6.5.2600.0,6.5.2600.3243,\system32,bulletin,kb
5,2,x86,quartz.dll,6.5.2600.0,6.1.9.733,\system32,bulletin,kb
5,2,x86,quartz.dll,6.3.0.0,6.3.1.890,\system32,bulletin,kb
5,2,x86,quartz.dll,6.5.1.0,6.5.1.908,\system32,bulletin,kb
5.1,2,x86,Mqqm.dll,6.5.1.0,5.1.0.1109,\system32,bulletin,kb
5,2,x86,Mqqm.dll,6.5.1.0,5.0.0.805,\system32,bulletin,kb
6,0,x86,Ntoskrnl.exe,6.5.1.0,6.0.6000.16575,\System32,bulletin,kb
6,0,x86,Ntoskrnl.exe,6.0.6000.20000,6.0.6000.20697,\System32,bulletin,kb
5.2,0,x86,secdrv.sys,6.0.6000.20000,4.3.86.0,\system32\drivers,bulletin,kb
6,0,x86,wmasf.dll,11.0.0.0,11.0.6000.6345,\system32,bulletin,kb
5.2,1,x86,wmsserver.dll,9.0.0.0,9.1.1.3844,\system32,bulletin,kb
5.2,2,x86,wmsserver.dll,9.0.0.0,9.1.1.3862,\system32,bulletin,kb
5.2,1,x86,wmasf.dll,10.0.0.0,10.0.0.3710,\system32,bulletin,kb
5.2,2,x86,wmasf.dll,10.0.0.0,10.0.0.4000,\system32,bulletin,kb
5.2,1,x64,wwmasf.dll,10.0.0.0,10.0.0.3710,\system32,bulletin,kb
5.2,2,x64,wwmasf.dll,10.0.0.0,10.0.0.4000,\system32,bulletin,kb
5.2,2,x64,wmasf.dll,10.0.0.0,10.0.0.3811,\system32,bulletin,kb
5.1,2,x64,wmasf.dll,9.0.0.0,9.0.0.3267,\system32,bulletin,kb
5.1,2,x64,wmasf.dll,10.0.0.0,10.0.0.4060,\system32,bulletin,kb
5.1,2,x64,wmasf.dll,11.0.0.0,11.0.5721.5238,\system32,bulletin,kb
5,2,x64,wmasf.dll,7.10.0.0,7.10.0.3081,\system32,bulletin,kb
5,2,x64,wmasf.dll,9.0.0.0,9.0.0.3267,\system32,bulletin,kb
6,0,x64,Mshtml.dll,7.0.6000.20000,7.0.6000.20710,\system32,bulletin,kb
6,0,x64,Mshtml.dll,7.0.6000.20000,7.0.6000.16587,\system32,bulletin,kb
5.2,1,x64,Mshtml.dll,7.0.6000.20000,6.0.3790.3041,\system32,bulletin,kb
5.2,2,x64,Mshtml.dll,7.0.6000.20000,6.0.3790.4186,\system32,bulletin,kb
5.2,2,x64,Mshtml.dll,7.0.6000.20000,7.0.6000.20710,\system32,bulletin,kb
5.2,2,x64,Mshtml.dll,7.0.0.0,7.0.6000.16587,\system32,bulletin,kb
5.1,2,x64,Mshtml.dll,7.0.0.0,6.0.2900.3243,\system32,bulletin,kb
5.1,2,x64,Mshtml.dll,7.0.6000.20000,7.0.6000.20710,\system32,bulletin,kb
5.1,2,x64,Mshtml.dll,7.0.0.0,7.0.6000.16587,\system32,bulletin,kb
5,2,x64,Mshtml.dll,6.0.0.0,6.0.2800.1605,\system32,bulletin,kb
5,2,x64,Mshtml.dll,6.0.0.0,5.0.3858.1100,\system32,bulletin,kb
6,0,x64,Tcpip.sys,6.0.6000.20000,6.0.6000.20689,\system32\drivers,bulletin,kb
6,0,x64,Tcpip.sys,6.0.6000.20000,6.0.6000.16567,\system32\drivers,bulletin,kb
5.2,1,x64,Tcpip.sys,6.0.6000.20000,5.2.3790.3036,\system32\drivers,bulletin,kb
5.2,2,x64,Tcpip.sys,6.0.6000.20000,5.2.3790.4179,\system32\drivers,bulletin,kb
5.1,2,x64,Tcpip.sys,6.0.6000.20000,5.1.2600.3244,\system32\drivers,bulletin,kb
5,2,x64,Tcpip.sys,6.0.6000.20000,5.0.2195.7147,\system32\drivers,bulletin,kb
5.2,1,x64,Lsasrv.dll,6.0.6000.20000,5.2.3790.3041,\system32,bulletin,kb
5.2,2,x64,Lsasrv.dll,6.0.6000.20000,5.2.3790.4186,\system32,bulletin,kb
5.1,2,x64,Lsasrv.dll,6.0.6000.20000,5.1.2600.3249,\system32,bulletin,kb
5,2,x64,Lsasrv.dll,6.0.6000.20000,5.0.2195.7147,\system32,bulletin,kb
5.2,1,x64,ntdsa.dll,6.0.6000.20000,5.2.3790.3043,\system32,bulletin,ad_kb
5.2,2,x64,ntdsa.dll,6.0.6000.20000,5.2.3790.4188,\system32,bulletin,ad_kb
5.2,1,x64,adamdsa.dll,6.0.6000.20000,1.1.3790.3043,\ADAM,bulletin,adam_kb
5.2,2,x64,adamdsa.dll,6.0.6000.20000,1.1.3790.4188,\ADAM,bulletin,adam_kb
5.1,2,x64,adamdsa.dll,6.0.6000.20000,1.1.3790.4188,\ADAM,bulletin,adam_kb
5,2,x64,ntdsa.dll,6.0.6000.20000,5.0.2195.7147,\system32,bulletin,ad_kb
6,0,x64,Tcpip.sys,6.0.6000.20000,6.0.6000.20752,\system32\drivers,bulletin,kb
6,0,x64,Tcpip.sys,6.0.6000.20000,6.0.6000.16627,\system32\drivers,bulletin,kb
6,0,x64,infocomm.dll,7.0.6000.20000,7.0.6000.20698,\system32\inetsrv,bulletin,kb
6,0,x64,infocomm.dll,7.0.6000.20000,7.0.6000.16576,\system32\inetsrv,bulletin,kb
5.2,2,x64,infocomm.dll,7.0.6000.20000,6.0.3790.4215,\system32\inetsrv,bulletin,kb
5.2,1,x64,infocomm.dll,7.0.6000.20000,6.0.3790.3068,\system32\inetsrv,bulletin,kb
5.1,2,x64,infocomm.dll,7.0.6000.20000,6.0.2600.3290,\system32\inetsrv,bulletin,kb
5,2,x64,infocomm.dll,7.0.6000.20000,5.0.2195.7147,\system32\inetsrv,bulletin,kb
5.2,2,x64,asp.dll,7.0.6000.20000,6.0.3790.4195,\system32\inetsrv,bulletin,kb
5.2,1,x64,asp.dll,7.0.6000.20000,6.0.3790.3050,\system32\inetsrv,bulletin,kb
5.1,2,x64,asp.dll,7.0.6000.20000,5.1.2600.3291,\system32\inetsrv,bulletin,kb
6,0,x64,mrxdav.sys,6.0.6000.20000,6.0.6000.20751,\system32\drivers,bulletin,kb
6,0,x64,mrxdav.sys,6.0.6000.20000,6.0.6000.16626,\system32\drivers,bulletin,kb
5.2,2,x86,mrxdav.sys,6.0.6000.20000,5.2.3790.4206,\system32\drivers,bulletin,kb
5.2,1,x86,mrxdav.sys,6.0.6000.20000,5.2.3790.3060,\system32\drivers,bulletin,kb
5.2,1,x64,mrxdav.sys,6.0.6000.20000,5.2.3790.3075,\system32\drivers,bulletin,kb
5.2,2,x64,mrxdav.sys,6.0.6000.20000,5.2.3790.4221,\system32\drivers,bulletin,kb
5.1,2,x64,mrxdav.sys,6.0.6000.20000,5.1.2600.3276,\system32\drivers,bulletin,kb
6,0,x64,Oleaut32.dll,6.0.6000.20000,6.0.6000.20732,\system32,bulletin,kb
6,0,x64,Oleaut32.dll,6.0.6000.20000,6.0.6000.16607,\system32,bulletin,kb
5.2,2,x64,Oleaut32.dll,6.0.6000.20000,5.2.3790.4202,\system32,bulletin,kb
5.2,1,x64,Oleaut32.dll,6.0.6000.20000,5.2.3790.3057,\system32,bulletin,kb
5.1,2,x64,Oleaut32.dll,6.0.6000.20000,5.1.2600.3266,\system32,bulletin,kb
5,2,x64,Oleaut32.dll,6.0.6000.20000,2.40.4532.0,\system32,bulletin,kb
6,0,x64,Mshtml.dll,7.0.6000.20000,7.0.6000.20734,\system32,bulletin,kb
6,0,x64,Mshtml.dll,7.0.6000.20000,7.0.6000.16609,\system32,bulletin,kb
5.2,1,x64,Mshtml.dll,7.0.6000.20000,6.0.3790.3064,\system32,bulletin,kb
5.2,2,x64,Mshtml.dll,7.0.6000.20000,6.0.3790.4210,\system32,bulletin,kb
5.2,2,x64,Mshtml.dll,7.0.6000.20000,7.0.6000.20733,\system32,bulletin,kb
5.2,2,x64,Mshtml.dll,7.0.0.0,7.0.6000.16608,\system32,bulletin,kb
5.1,2,x64,Mshtml.dll,7.0.0.0,6.0.2900.3268,\system32,bulletin,kb
5.1,2,x64,Mshtml.dll,7.0.6000.20000,7.0.6000.20733,\system32,bulletin,kb
5.1,2,x64,Mshtml.dll,7.0.0.0,7.0.6000.16608,\system32,bulletin,kb
5,2,x64,Mshtml.dll,6.0.0.0,6.0.2800.1607,\system32,bulletin,kb
5,2,x64,Mshtml.dll,6.0.0.0,5.0.3860.1000,\system32,bulletin,kb
6,0,x64,dnsapi.dll,6.0.0.0,6.0.6000.16615,\system32,bulletin,kb
6,0,x64,dnsapi.dll,6.0.6000.20000,6.0.6000.20740,\system32,bulletin,kb
5.2,2,x64,dnsapi.dll,6.0.6000.20000,5.2.3790.4238,\system32,bulletin,kb
5.2,1,x64,dnsapi.dll,6.0.6000.20000,5.2.3790.3092,\system32,bulletin,kb
5.1,2,x64,dnsapi.dll,6.0.6000.20000,5.1.2600.3316,\system32,bulletin,kb
5,2,x64,dnsapi.dll,6.0.6000.20000,5.0.2195.7151,\system32,bulletin,kb
6,0,x64,gdi32.dll,6.0.6000.20000,6.0.6000.20777,\system32,bulletin,kb
6,1,x64,gdi32.dll,6.0.6001.20000,6.0.6001.22120,\system32,bulletin,kb
6,0,x64,gdi32.dll,6.0.6001.20000,6.0.6000.16643,\system32,bulletin,kb
6,1,x64,gdi32.dll,6.0.6001.20000,6.0.6001.18023,\system32,bulletin,kb
5.2,1,x64,gdi32.dll,6.0.6001.20000,5.2.3790.3091,\system32,bulletin,kb
5.2,2,x64,gdi32.dll,6.0.6001.20000,5.2.3790.4237,\system32,bulletin,kb
5.1,2,x64,gdi32.dll,6.0.6001.20000,5.1.2600.3316,\system32,bulletin,kb
5,2,x64,gdi32.dll,6.0.6001.20000,5.0.2195.7153,\system32,bulletin,kb
5.2,1,x64,Jscript.dll,6.0.6001.20000,5.6.0.8835,\system32,bulletin,kb
5.2,2,x64,Jscript.dll,6.0.6001.20000,5.6.0.8835,\system32,bulletin,kb
5.1,2,x64,Jscript.dll,6.0.6001.20000,5.6.0.8835,\system32,bulletin,kb
5,2,x64,Jscript.dll,5.6.0.0,5.6.0.8835,\system32,bulletin,kb
6,1,x64,Mshtml.dll,7.0.6000.20000,7.0.6001.22120,\system32,bulletin,kb
6,1,x64,Mshtml.dll,7.0.6000.20000,7.0.6001.18023,\system32,bulletin,kb
6,0,x64,Mshtml.dll,7.0.6000.20000,7.0.6000.20777,\system32,bulletin,kb
6,0,x64,Mshtml.dll,7.0.6000.20000,7.0.6000.16643,\system32,bulletin,kb
5.2,1,x64,Mshtml.dll,7.0.6000.20000,6.0.3790.3091,\system32,bulletin,kb
5.2,2,x64,Mshtml.dll,7.0.6000.20000,6.0.3790.4237,\system32,bulletin,kb
5.2,2,x64,Mshtml.dll,7.0.6000.20000,7.0.6000.20772,\system32,bulletin,kb
5.2,2,x64,Mshtml.dll,7.0.0.0,7.0.6000.16640,\system32,bulletin,kb
5.1,2,x64,Mshtml.dll,7.0.0.0,6.0.2900.3314,\system32,bulletin,kb
5.1,2,x64,Mshtml.dll,7.0.6000.20000,7.0.6000.20772,\system32,bulletin,kb
5.1,2,x64,Mshtml.dll,7.0.0.0,7.0.6000.16640,\system32,bulletin,kb
5,2,x64,Mshtml.dll,6.0.0.0,6.0.2800.1609,\system32,bulletin,kb
5,2,x64,Mshtml.dll,6.0.0.0,5.0.3862.1500,\system32,bulletin,kb
6,1,x64,Win32k.sys,6.0.6001.20000,6.0.6001.22125,\system32,bulletin,kb
6,1,x64,Win32k.sys,6.0.6001.20000,6.0.6001.18027,\system32,bulletin,kb
6,0,x64,Win32k.sys,6.0.6000.20000,6.0.6000.20782,\system32,bulletin,kb
6,0,x64,Win32k.sys,6.0.6000.20000,6.0.6000.16646,\system32,bulletin,kb
5.2,2,x64,Win32k.sys,6.0.6000.20000,5.2.3790.4256,\system32,bulletin,kb
5.2,1,x64,Win32k.sys,6.0.6000.20000,5.2.3790.3106,\system32,bulletin,kb
5.1,2,x64,Win32k.sys,6.0.6000.20000,5.1.2600.3335,\system32,bulletin,kb
5,2,x64,Win32k.sys,6.0.6000.20000,5.0.2195.7154,\system32,bulletin,kb
5.2,1,x86,Msjet40.dll,6.0.6000.20000,4.0.9511.0,\system32,bulletin,kb
5.2,1,x64,Wmsjet40.dll,6.0.6000.20000,4.0.9511.0,\system32,bulletin,kb
5.1,2,x64,Msjet40.dll,6.0.6000.20000,4.0.9511.0,\system32,bulletin,kb
5,2,x64,Msjet40.dll,6.0.6000.20000,4.0.9511.0,\system32,bulletin,kb
6,1,x64,Bthport.sys,6.0.6001.20000,6.0.6001.22168,\system32\drivers,bulletin,kb
6,1,x64,Bthport.sys,6.0.6001.20000,6.0.6001.18064,\system32\drivers,bulletin,kb
6,0,x64,Bthport.sys,6.0.6000.20000,6.0.6000.20824,\system32\drivers,bulletin,kb
6,0,x64,Bthport.sys,6.0.6000.20000,6.0.6000.16682,\system32\drivers,bulletin,kb
5.1,3,x64,Bthport.sys,6.0.6000.20000,5.1.2600.5620,\system32\drivers,bulletin,kb
5.1,2,x64,Bthport.sys,6.0.6000.20000,5.1.2600.3389,\system32\drivers,bulletin,kb
6,1,x64,Mshtml.dll,7.0.6001.20000,7.0.6001.22167,\system32,bulletin,kb
6,1,x64,Mshtml.dll,7.0.6001.20000,7.0.6001.18063,\system32,bulletin,kb
6,0,x64,Mshtml.dll,7.0.6000.20000,7.0.6000.20823,\system32,bulletin,kb
6,0,x64,Mshtml.dll,7.0.6000.20000,7.0.6000.16681,\system32,bulletin,kb
5.2,1,x64,Mshtml.dll,7.0.6000.20000,6.0.3790.3123,\system32,bulletin,kb
5.2,2,x64,Mshtml.dll,7.0.6000.20000,6.0.3790.4275,\system32,bulletin,kb
5.2,2,x64,Mshtml.dll,7.0.6000.20000,7.0.6000.20815,\system32,bulletin,kb
5.2,2,x64,Mshtml.dll,7.0.0.0,7.0.6000.16674,\system32,bulletin,kb
5.1,3,x64,Mshtml.dll,7.0.0.0,6.0.2900.5583,\system32,bulletin,kb
5.1,3,x64,Mshtml.dll,7.0.6000.20000,7.0.6000.20815,\system32,bulletin,kb
5.1,3,x64,Mshtml.dll,7.0.0.0,7.0.6000.16674,\system32,bulletin,kb
5.1,2,x64,Mshtml.dll,7.0.0.0,6.0.2900.3354,\system32,bulletin,kb
5.1,2,x64,Mshtml.dll,7.0.6000.20000,7.0.6000.20815,\system32,bulletin,kb
5.1,2,x64,Mshtml.dll,7.0.0.0,7.0.6000.16674,\system32,bulletin,kb
5,2,x64,Mshtml.dll,6.0.0.0,6.0.2800.1611,\system32,bulletin,kb
5,2,x64,Mshtml.dll,6.0.0.0,5.0.3864.1800,\system32,bulletin,kb
6,1,x64,quartz.dll,6.0.0.0,6.6.6001.18063,\system32,bulletin,kb
6,1,x64,quartz.dll,6.6.6000.20000,6.6.6001.22167,\system32,bulletin,kb
6,0,x64,quartz.dll,6.6.6000.20000,6.6.6000.16681,\system32,bulletin,kb
6,0,x64,quartz.dll,6.6.6000.20000,6.6.6000.20823,\system32,bulletin,kb
5.2,2,x64,quartz.dll,6.6.6000.20000,6.5.3790.4283,\system32,bulletin,kb
5.2,1,x64,quartz.dll,6.5.3790.0,6.5.3790.3130,\system32,bulletin,kb
5.1,3,x64,quartz.dll,6.5.2600.0,6.5.2600.5596,\system32,bulletin,kb
5.1,2,x64,quartz.dll,6.5.2600.0,6.5.2600.3367,\system32,bulletin,kb
5,2,x64,quartz.dll,6.5.2600.0,6.1.9.734,\system32,bulletin,kb
5,2,x64,quartz.dll,6.3.0.0,6.3.1.891,\system32,bulletin,kb
5,2,x64,quartz.dll,6.5.1.0,6.5.1.909,\system32,bulletin,kb
5.2,1,x64,Wins.exe,6.5.1.0,5.2.3790.3119,\system32,bulletin,kb
5.2,2,x64,Wins.exe,6.5.1.0,5.2.3790.4271,\system32,bulletin,kb
5,2,x64,Wins.exe,6.5.1.0,5.0.2195.7155,\system32,bulletin,kb
5.2,1,x64,ntdsa.dll,6.5.1.0,5.2.3790.3122,\system32,bulletin,kb
5.2,2,x64,ntdsa.dll,6.5.1.0,5.2.3790.4274,\system32,bulletin,kb
5.2,1,x64,adamdsa.dll,6.5.1.0,1.1.3790.3129,\ADAM,bulletin,kb
5.2,2,x64,adamdsa.dll,6.5.1.0,1.1.3790.4281,\ADAM,bulletin,kb
5.1,2,x64,adamdsa.dll,6.5.1.0,1.1.3790.4276,\ADAM,bulletin,kb
5.1,3,x64,adamdsa.dll,6.5.1.0,1.1.3790.4276,\ADAM,bulletin,kb
5,3,x64,ntdsa.dll,6.5.1.0,5.0.2195.7155,\system32,bulletin,kb
6,1,x64,ntdsai.dll,6.5.1.0,6.0.6001.18072,\system32,bulletin,kb
6,1,x64,ntdsai.dll,6.0.6001.20000,6.0.6001.22179,\system32,bulletin,kb
6,0,x64,Rmcast.sys,6.0.6000.20000,6.0.6000.20832,\system32\drivers,bulletin,kb
6,0,x64,Rmcast.sys,6.0.6000.20000,6.0.6000.16687,\system32\drivers,bulletin,kb
6.1,1,x64,Rmcast.sys,6.0.6001.22000,6.0.6001.22176,\system32\drivers,bulletin,kb
6.1,1,x64,Rmcast.sys,6.0.6001.22000,6.0.6001.18069,\system32\drivers,bulletin,kb
5.2,1,x64,Rmcast.sys,6.0.6001.22000,5.2.3790.3136,\system32\drivers,bulletin,kb
5.2,2,x64,Rmcast.sys,6.0.6001.22000,5.2.3790.4290,\system32\drivers,bulletin,kb
5.1,2,x64,Rmcast.sys,6.0.6001.22000,5.1.2600.3369,\system32\drivers,bulletin,kb
5.1,3,x64,Rmcast.sys,6.0.6001.22000,5.1.2600.5598,\system32\drivers,bulletin,kb
6,1,x64,dns.exe,6.0.6001.22000,6.0.6001.18081,\system32,bulletin,kb
6,1,x64,dns.exe,6.0.6001.22000,6.0.6001.22192,\system32,bulletin,kb
5.2,2,x64,dnsapi.dll,6.0.6001.22000,5.2.3790.4318,\system32,bulletin,kb
5.2,2,x64,dns.exe,6.0.6001.22000,5.2.3790.4318,\system32,bulletin,kb
5.2,1,x64,dnsapi.dll,6.0.6001.22000,5.2.3790.3161,\system32,bulletin,kb
5.2,1,x64,dns.exe,6.0.6001.22000,5.2.3790.3161,\system32,bulletin,kb
5.1,2,x64,dnsapi.dll,6.0.6001.22000,5.1.2600.3394,\system32,bulletin,kb
5.1,3,x64,dnsapi.dll,6.0.6001.22000,5.1.2600.5625,\system32,bulletin,kb
5,3,x64,dnsapi.dll,6.0.6001.22000,5.0.2195.7280,\system32,bulletin,kb
5,3,x64,dns.exe,6.0.6001.22000,5.0.2195.7162,\system32,bulletin,kb
6,0,x64,shell32.dll,6.0.6001.22000,6.0.6000.16680,\system32,bulletin,kb
6,0,x64,shell32.dll,6.0.6000.20000,6.0.6000.20822,\system32,bulletin,kb
6,1,x64,shell32.dll,6.0.6000.20000,6.0.6001.18062,\system32,bulletin,kb
6,1,x64,shell32.dll,6.0.6001.22000,6.0.6001.22166,\system32,bulletin,kb
6,1,x64,Mshtml.dll,7.0.6001.20000,7.0.6001.22212,\system32,bulletin,kb
6,1,x64,Mshtml.dll,7.0.6001.20000,7.0.6001.18099,\system32,bulletin,kb
6,0,x64,Mshtml.dll,7.0.6000.20000,7.0.6000.20868,\system32,bulletin,kb
6,0,x64,Mshtml.dll,7.0.6000.20000,7.0.6000.16711,\system32,bulletin,kb
5.2,1,x64,Mshtml.dll,7.0.6000.20000,6.0.3790.3167,\system32,bulletin,kb
5.2,2,x64,Mshtml.dll,7.0.6000.20000,6.0.3790.4324,\system32,bulletin,kb
5.2,2,x64,Mshtml.dll,7.0.6000.20000,7.0.6000.20861,\system32,bulletin,kb
5.2,2,x64,Mshtml.dll,7.0.0.0,7.0.6000.16705,\system32,bulletin,kb
5.1,2,x64,Mshtml.dll,7.0.6000.20000,7.0.6000.20861,\system32,bulletin,kb
5.1,2,x64,Mshtml.dll,7.0.0.0,7.0.6000.16705,\system32,bulletin,kb
5.1,2,x64,Mshtml.dll,7.0.0.0,6.0.2900.3395,\system32,bulletin,kb
5.1,3,x64,Mshtml.dll,7.0.0.0,6.0.2900.5626,\system32,bulletin,kb
5,3,x64,Mshtml.dll,6.0.0.0,6.0.2800.1613,\system32,bulletin,kb
5,3,x64,Mshtml.dll,6.0.0.0,5.0.3866.2000,\system32,bulletin,kb
5.2,2,x64,Mscms.dll,6.0.0.0,5.2.3790.4320,\system32,bulletin,kb
5.2,1,x64,Mscms.dll,6.0.0.0,5.2.3790.3163,\system32,bulletin,kb
5.1,3,x64,Mscms.dll,6.0.0.0,5.1.2600.5627,\system32,bulletin,kb
5.1,2,x64,Mscms.dll,6.0.0.0,5.1.2600.3396,\system32,bulletin,kb
5,2,x64,Mscms.dll,6.0.0.0,5.0.2195.7162,\system32,bulletin,kb
6,0,x64,IPsecsvc.dll,6.0.0.0,6.0.6000.16705,\system32,bulletin,kb
6,0,x64,IPsecsvc.dll,6.0.6000.20000,6.0.6000.20861,\system32,bulletin,kb
6,1,x64,IPsecsvc.dll,6.0.6001.22000,6.0.6001.22206,\system32,bulletin,kb
6,1,x64,IPsecsvc.dll,6.0.6001.22000,6.0.6001.18094,\system32,bulletin,kb
6,0,x64,Inetcomm.dll,6.0.6001.22000,6.0.6000.16669,\system32,bulletin,kb
6,0,x64,Inetcomm.dll,6.0.6000.20000,6.0.6000.20810,\system32,bulletin,kb
6,1,x64,Inetcomm.dll,6.0.6000.20000,6.0.6001.18049,\system32,bulletin,kb
6,1,x64,Inetcomm.dll,6.0.6001.22000,6.0.6001.22154,\system32,bulletin,kb
5.2,2,x64,Inetcomm.dll,6.0.6001.22000,6.0.3790.4325,\system32,bulletin,kb
5.2,1,x64,Inetcomm.dll,6.0.6001.22000,6.0.3790.3168,\system32,bulletin,kb
5.1,2,x64,Inetcomm.dll,6.0.6001.22000,6.0.2900.3350,\system32,bulletin,kb
5.1,3,x64,Inetcomm.dll,6.0.6001.22000,6.0.2900.5579,\system32,bulletin,kb
5,3,x64,Inetcomm.dll,6.0.0.0,6.0.2800.1933,\system32,bulletin,kb
5,3,x64,Inetcomm.dll,6.0.0.0,5.50.4990.2500,\system32,bulletin,kb
5.2,2,x64,es.dll,6.0.0.0,2001.12.4720.4282,\system32,bulletin,kb
5.2,1,x64,es.dll,6.0.0.0,2001.12.4720.3129,\system32,bulletin,kb
5.1,3,x64,es.dll,6.0.0.0,2001.12.4414.706,\system32,bulletin,kb
5.1,2,x64,es.dll,6.0.0.0,2001.12.4414.320,\system32,bulletin,kb
6,0,x64,es.dll,6.0.0.0,2001.12.6930.16677,\system32,bulletin,kb
6,0,x64,es.dll,2001.12.6930.20000,2001.12.6930.20818,\system32,bulletin,kb
6,1,x64,es.dll,2001.12.6930.20000,2001.12.6931.18057,\system32,bulletin,kb
6,1,x64,es.dll,2001.12.6931.22000,2001.12.6931.22162,\system32,bulletin,kb
5,1,x64,es.dll,2001.12.6931.22000,2000.2.3550.0,\system32,bulletin,kb
5.1,1,x64,Msgsc.dll,2001.12.6931.22000,4.7.0.3002,\Messenger,bulletin,kb
5.2,1,x64,Msgsc.dll,2001.12.6931.22000,4.7.0.3002,\Messenger,bulletin,kb
6,0,x64,Gdiplus.dll,2001.12.6931.22000,5.2.6000.16683,\system32,bulletin,kb
6,0,x64,Gdiplus.dll,5.2.6000.20000,5.2.6000.20826,\system32,bulletin,kb
6,0,x64,Gdiplus.dll,6.0.6000.0,6.0.6000.16683,\system32,bulletin,kb
6,0,x64,Gdiplus.dll,6.0.6000.20000,6.0.6000.20826,\system32,bulletin,kb
6,1,x64,Gdiplus.dll,6.0.6000.20000,5.2.6001.18065,\system32,bulletin,kb
6,1,x64,Gdiplus.dll,5.2.6001.20000,5.2.6001.22170,\system32,bulletin,kb
6,1,x64,Gdiplus.dll,6.0.6001.0,6.0.6001.18065,\system32,bulletin,kb
6,1,x64,Gdiplus.dll,6.0.6001.20000,6.0.6001.22170,\system32,bulletin,kb
5.2,1,x64,Gdiplus.dll,6.0.6001.20000,5.2.3790.3126,\system32,bulletin,kb
5.2,2,x64,Gdiplus.dll,6.0.6001.20000,5.2.3790.4278,\system32,bulletin,kb
5.1,2,x64,Gdiplus.dll,6.0.6001.20000,5.1.3102.3352,\system32,bulletin,kb
5.1,3,x64,Gdiplus.dll,6.0.6001.20000,5.1.3102.5581,\system32,bulletin,kb
5,3,x64,Gdiplus.dll,6.0.6001.20000,5.1.3102.3352,\system32,bulletin,kb
5,3,x64,Vgx.dll,6.0.0.0,6.0.2800.1612,\MicrosoftShared\VGX,bulletin,kb
6,3,x86,Wmex.dll,9.0.0.0,9.0.0.3359,\MicrosoftShared\VGX,bulletin,kb
6,3,x64,Wmex.dll,10.0.0.0,10.0.0.3817,\MicrosoftShared\VGX,bulletin,kb
5.2,3,x86,Wmex.dll,9.0.0.0,9.0.0.3359,\MicrosoftShared\VGX,bulletin,kb
5.2,3,x64,Wmex.dll,10.0.0.0,10.0.0.3817,\MicrosoftShared\VGX,bulletin,kb
5.1,3,x86,Wmex.dll,9.0.0.0,9.0.0.3359,\MicrosoftShared\VGX,bulletin,kb
5,3,x86,Wmex.dll,9.0.0.0,9.0.0.3359,\MicrosoftShared\VGX,bulletin,kb
6,3,x86,Wmpeffects.dll,11.0.6000.0,11.0.6000.6347,\system32,bulletin,kb
6,3,x86,Wmpeffects.dll,11.0.6000.6500,11.0.6000.6506,\system32,bulletin,kb
6,3,x86,Wmpeffects.dll,11.0.6001.0,11.0.6001.7002,\system32,bulletin,kb
6,3,x86,Wmpeffects.dll,11.0.6001.7100,11.0.6001.7106,\system32,bulletin,kb
5.1,3,x86,Wmpeffects.dll,11.0.0.0,11.0.5721.5252,\system32,bulletin,kb
6,1,x86,Mshtml.dll,7.0.6001.20000,7.0.6001.22260,\system32,bulletin,kb
